restaurant_name,city,area,rating,cost_for_two,cuisine,discount,book_table,walkin_available
Hard Rock Cafe,Delhi-NCR,"Connaught Place (CP), Central Delhi",4.0,₹1500 for two,Multicuisine,50% off,False,False
Desi Villagio,Delhi-NCR,"Connaught Place (CP), Central Delhi",4.1,₹1300 for two,Indian,Flat 40% + 25% with Bank Offers,False,False
"MIST, THE Park New Delhi",Delhi-NCR,"The Park, New Delhi",4.0,₹2500 for two,Multicuisine,Flat 35% + 25% with Bank Offers,False,False
Duty Free Vayu Bar,Delhi-NCR,"Rajouri Garden, West Delhi",4.4,₹1500 for two,"Multicuisine, Cocktail Menu",Flat 50% + 25% with Bank Offers,False,False
Fifty9,Delhi-NCR,"Radisson Blu Marina, New Delhi",4.4,₹2500 for two,Multicuisine,Flat 40% + 25% with Bank Offers,False,False
Longitude,Delhi-NCR,"Le Meridien, New Delhi",3.3,₹2000 for two,Fast Food,Flat 35% + 25% with Bank Offers,False,False
Biryani By Kilo,Delhi-NCR,"Connaught Place (CP), Central Delhi",4.6,₹700 for two,Biryani,Flat 25% + 25% with Bank Offers,False,False
Vega,Delhi-NCR,"Hotel Alka Classic, New Delhi",4.2,₹1700 for two,North Indian,Flat 20% + 25% with Bank Offers,False,False
Barista Coffee,Delhi-NCR,"Shivaji Stadium Metro Station, Connaught Place (CP), Central Delhi",4.0,₹500 for two,"Cafe, Coffee",Flat 20% + 25% with Bank Offers,False,False
Dr. Zombie,Delhi-NCR,"Connaught Place (CP), Central Delhi",4.3,₹1000 for two,"Cocktail Menu, Italian",50% off,False,False
Local,Delhi-NCR,"Connaught Place (CP), Central Delhi",4.1,₹1200 for two,Multicuisine,Flat 30% + 25% with Bank Offers,False,False
The Darzi Bar & Kitchen,Delhi-NCR,"Connaught Place (CP), Central Delhi",3.7,₹1500 for two,Multicuisine,Flat 15% + 25% with Bank Offers,False,False
Sakura,Delhi-NCR,"The Metropolitan Hotel & Spa, New Delhi",4.0,₹4500 for two,"Japanese, Sushi",Flat 35% + 25% with Bank Offers,False,False
Ministry Of Beer,Delhi-NCR,"Connaught Place (CP), Central Delhi",4.1,₹1500 for two,"Cocktail Menu, Multicuisine",Flat 25% + 25% with Bank Offers,False,False
Cafe Out of the Box Courtyard,Delhi-NCR,"Connaught Place (CP), Central Delhi",3.9,₹1200 for two,Multicuisine,Flat 25% + 25% with Bank Offers,False,False
Chido,Delhi-NCR,"Connaught Place (CP), Central Delhi",3.9,₹1800 for two,"Cocktail Menu, Multicuisine",Flat 30% + 25% with Bank Offers,False,False
Thyme,Delhi-NCR,"The Umrao, New Delhi",4.1,₹1800 for two,Multicuisine,Flat 30% + 25% with Bank Offers,False,False
Themis Barbecue House,Delhi-NCR,"Connaught Place (CP), Central Delhi",4.5,₹2400 for two,Multicuisine,Flat 50% + 25% with Bank Offers,False,False
Lazeez Affaire,Delhi-NCR,"Connaught Place (CP), Central Delhi",4.3,₹1600 for two,North Indian,50% off,False,False
Aqua,Delhi-NCR,"The Park, New Delhi",3.9,₹2800 for two,Multicuisine,Flat 20% + 25% with Bank Offers,False,False
Lord of the Drinks,Delhi-NCR,"Connaught Place (CP), Central Delhi",4.2,₹1800 for two,"Cocktail Menu, Multicuisine",Flat 40% + 25% with Bank Offers,False,False
Plum Coffee & Cocktails,Delhi-NCR,"Connaught Place (CP), Central Delhi",4.3,₹2000 for two,Multicuisine,Flat 15% + 25% with Bank Offers,False,False
Openhouse Cafe,Delhi-NCR,"Connaught Place (CP), Central Delhi",4.2,₹2000 for two,Multicuisine,Flat 30% + 25% with Bank Offers,False,False
Drama Delhi,Delhi-NCR,"Janpath, Connaught Place (CP), Central Delhi",3.3,₹1700 for two,"Indian, Multicuisine",Flat 15% + 25% with Bank Offers,False,False
Zing,Delhi-NCR,"The Metropolitan Hotel & Spa, New Delhi",1.0,₹3500 for two,Multicuisine,Flat 50% + 25% with Bank Offers,False,False
Baluchi,Delhi-NCR,"The Lalit, New Delhi",4.0,₹2500 for two,North Indian,Flat 25% + 25% with Bank Offers,False,False
Ghoomar Traditional Thali Restaurant,Delhi-NCR,"Connaught Place (CP), Central Delhi",3.9,₹1000 for two,"North Indian, Rajasthani",Flat 30% + 25% with Bank Offers,False,False
Warehouse Cafe,Delhi-NCR,"Connaught Place (CP), Central Delhi",4.1,₹1300 for two,"Cocktail Menu, Multicuisine",50% off,False,False
The Embassy,Delhi-NCR,"Connaught Place (CP), Central Delhi",4.2,₹2000 for two,Multicuisine,Flat 20% + 25% with Bank Offers,False,False
38 Barracks,Delhi-NCR,"Connaught Place (CP), Central Delhi",4.2,₹1100 for two,Multicuisine,Flat 15% + 25% with Bank Offers,False,False
Sorrento,Delhi-NCR,Shangri-La Eros New Delhi,4.6,₹3000 for two,Italian,Flat 30% + 25% with Bank Offers,False,False
Gola Sizzlers,Delhi-NCR,"Connaught Place (CP), Central Delhi",4.3,₹1500 for two,"Multicuisine, Sizzlers",Flat 25% + 25% with Bank Offers,False,False
"Chutney, Bar + Tandoor",Delhi-NCR,"The Metropolitan Hotel & Spa, New Delhi",3.5,₹3000 for two,Indian,Flat 10% + 25% with Bank Offers,False,False
Royal Bistro Brewery,Delhi-NCR,"The Royal Plaza, New Delhi",4.1,₹2500 for two,Multicuisine,Flat 25% + 25% with Bank Offers,False,False
Roasted,Delhi-NCR,"Roseate House, New Delhi",4.4,₹1000 for two,"Bakery, Cafe",Flat 20% + 25% with Bank Offers,False,False
Tamra,Delhi-NCR,Shangri-La Eros New Delhi,4.4,₹3000 for two,Multicuisine,Flat 50% + 25% with Bank Offers,False,False
Moti Mahal,Delhi-NCR,"Connaught Place (CP), Central Delhi",4.2,₹1500 for two,North Indian,50% off,False,False
Yeti-The Himalayan Kitchen,Delhi-NCR,"Connaught Place (CP), Central Delhi",4.3,₹1200 for two,"Chinese, Nepalese, Tibetan",Flat 25% + 25% with Bank Offers,False,False
The Beer Cafe - BIGGIE,Delhi-NCR,"Connaught Place (CP), Central Delhi",3.9,₹1800 for two,"Cocktail Menu, Multicuisine",Flat 15% + 25% with Bank Offers,False,False
Quoin Bar,Delhi-NCR,Novotel New Delhi Aerocity-An AccorHotels Brand,4.8,₹3500 for two,"Finger Food, Cocktail Menu",Flat 15% + 25% with Bank Offers,False,False
The Imperial Spice,Delhi-NCR,"Connaught Place (CP), Central Delhi",4.4,₹2000 for two,"Continental, North Indian",Flat 50% + 25% with Bank Offers,False,False
Shang Palace,Delhi-NCR,Shangri-La Eros New Delhi,4.5,₹3000 for two,Chinese,Flat 20% + 25% with Bank Offers,False,False
DEL,Delhi-NCR,"Roseate House, New Delhi",4.3,₹3000 for two,Multicuisine,Flat 25% + 25% with Bank Offers,False,False
Chidyaghar Bar,Delhi-NCR,"Roseate House, New Delhi",4.6,₹3000 for two,Multicuisine,Flat 50% + 25% with Bank Offers,False,False
Farzi Cafe,Delhi-NCR,"Connaught Place (CP), Central Delhi",4.2,₹1500 for two,Modern Indian,Flat 50% + 25% with Bank Offers,False,False
Cacao- A Restrobar,Mumbai,"Aralia International Airport, Mumbai",4.0,₹1200 for two,"Mexican, Indian, Italian",Flat 30% + 25% with Bank Offers,False,False
24/7 Restaurant,Mumbai,"The Lalit, Mumbai",4.4,₹3500 for two,"Multicuisine, Bengali",Flat 25% + 25% with Bank Offers,False,False
Zytun- The Restaurant,Mumbai,"Hotel Metropolis, Mumbai",4.3,₹1200 for two,Multicuisine,Flat 25% + 25% with Bank Offers,False,False
Fusion Ville,Mumbai,"Marol, Central Mumbai",4.1,₹1200 for two,Multicuisine,Flat 25% + 25% with Bank Offers,False,False
SPICE OASIS,Mumbai,"IRA BY ORCHID HOTELS, Mumbai",4.1,₹2600 for two,Multicuisine,Flat 50% + 25% with Bank Offers,False,False
The Brasserie BY HILTON MUMBAI,Mumbai,"Hilton Mumbai, Mumbai",4.2,₹2200 for two,Multicuisine,Flat 50% + 25% with Bank Offers,False,False
Fiona,Mumbai,Radisson Blu Mumbai International Airport,4.2,₹3000 for two,"Cocktail Menu, Multicuisine",Flat 50% + 25% with Bank Offers,False,False
Madeleine De Proust,Mumbai,"Fairmont, Vile Parle, Mumbai",5.0,₹2000 for two,Multicuisine,Flat 25% + 25% with Bank Offers,False,False
Heritage Kitchen & Bar,Mumbai,"Andheri East, Western Suburbs",3.4,₹1000 for two,Multicuisine,Flat 20% + 25% with Bank Offers,False,False
Global Coffee House & Eatery,Mumbai,"Bloom Hotel - Saki Vihar, Powai",5.0,₹2500 for two,Multicuisine,Flat 40% + 25% with Bank Offers,False,False
SMOOR,Mumbai,"Powai, Central Mumbai",4.7,₹600 for two,European,Flat 10% + 25% with Bank Offers,False,False
Mado Mado,Mumbai,Fairfield by Marriott Mumbai International Airport,4.3,₹3000 for two,Multicuisine,Flat 50% + 25% with Bank Offers,False,False
Uttam Da Dhaba,Mumbai,"Marol, Central Mumbai",4.3,₹1200 for two,South Indian,Flat 10% + 25% with Bank Offers,False,False
Fly Kitchen and Bar,Mumbai,"Andheri East, Western Suburbs",1.0,₹1700 for two,Multicuisine,Flat 20% + 25% with Bank Offers,False,False
Gallery Cafe,Mumbai,Radisson Mumbai Andheri MIDC,4.2,₹2500 for two,Multicuisine,Flat 55% + 25% with Bank Offers,False,False
72 Bar,Mumbai,"Holiday Inn Mumbai International Airport, Mumbai",4.3,₹2000 for two,"Finger Food, Cocktail Menu",Flat 50% + 25% with Bank Offers,False,False
Baluchi,Mumbai,"The Lalit, Mumbai",4.4,₹3500 for two,North Indian,Flat 25% + 25% with Bank Offers,False,False
"Castor Bistro Café By Aralia – A Business Hotel, Midc",Mumbai,"Andheri East, Western Suburbs",4.6,₹1200 for two,Multicuisine,Flat 30% + 25% with Bank Offers,False,False
Shetty Lounge,Mumbai,"Marol, Central Mumbai",4.0,₹1600 for two,"Chinese, Indian",Flat 10% + 25% with Bank Offers,False,False
Dhaba,Mumbai,"Marol, Central Mumbai",5.0,₹800 for two,Multicuisine,Flat 10% + 25% with Bank Offers,False,False
Lounge Bar BY HILTON MUMBAI,Mumbai,"Hilton Mumbai, Mumbai",4.1,₹2000 for two,"Finger Food, Cocktail Menu",Flat 30% + 25% with Bank Offers,False,False
Gourmet Bar By Novotel,Mumbai,Novotel Mumbai International Airport,4.9,₹2500 for two,Modern Indian,Flat 30% + 25% with Bank Offers,False,False
JW Cafe,Mumbai,"JW Marriott Mumbai Sahar, Mumbai",4.5,₹4000 for two,Multicuisine,Flat 25% + 25% with Bank Offers,False,False
Navya,Mumbai,"The Regale by Tunga, Mumbai",4.5,₹850 for two,Multicuisine,Flat 25% + 25% with Bank Offers,False,False
Kohana,Mumbai,"Powai, Central Mumbai",3.6,₹3500 for two,Multicuisine,Flat 10% + 25% with Bank Offers,False,False
Saptami,Mumbai,"Holiday Inn Mumbai International Airport, Mumbai",4.4,₹2000 for two,Multicuisine,Flat 30% + 25% with Bank Offers,False,False
Kona Kona Kitchen & Bar,Mumbai,"Andheri East, Western Suburbs",4.0,₹1500 for two,"European, Indian",Cover Charge + 25% Off,False,False
British Brewing Company,Mumbai,"Marol, Central Mumbai",4.1,₹2000 for two,"Desserts, Cocktail Menu, Multicuisine",Flat 30% + 25% with Bank Offers,False,False
Mayouchi,Mumbai,The Westin Mumbai Powai Lake,4.5,₹2000 for two,"Japanese, oriental",Flat 25% + 25% with Bank Offers,False,False
MoMo Cafe,Mumbai,Courtyard Mumbai International Airport,4.3,₹3000 for two,Multicuisine,Flat 25% + 25% with Bank Offers,False,False
Food Exchange By Novotel,Mumbai,Novotel Mumbai International Airport,4.4,₹2000 for two,Multicuisine,Flat 50% + 25% with Bank Offers,False,False
Indriya Mishran,Mumbai,"Andheri East, Western Suburbs",4.5,₹1600 for two,"Multicuisine, Japanese, Asian",Flat 30% + 25% with Bank Offers,False,False
Lake View Cafe,Mumbai,The Westin Mumbai Powai Lake,4.4,₹3000 for two,Multicuisine,Flat 25% + 25% with Bank Offers,False,False
Something's Fishy,Mumbai,"Tunga International, Mumbai",4.6,₹1700 for two,Seafood,Flat 10% + 25% with Bank Offers,False,False
Fame Garden Prive,Mumbai,"Powai, Central Mumbai",4.4,₹2500 for two,European,Flat 20% + 25% with Bank Offers,False,False
Crimson,Mumbai,"Marriott Executive Apartments, Powai",5.0,₹2000 for two,Multicuisine,Flat 20% + 25% with Bank Offers,False,False
Whats Your Plan ?,Mumbai,"Sakinaka, Central Mumbai",4.7,₹1600 for two,"Multicuisine, Asian",Flat 25% + 25% with Bank Offers,False,False
Episode One,Mumbai,"Powai, Central Mumbai",4.3,₹1400 for two,Finger Food,Flat 20% + 25% with Bank Offers,False,False
Asia Kitchen By Mainland China,Mumbai,"Sakinaka, Central Mumbai",4.4,₹1600 for two,Pan Asian,Flat 20% + 25% with Bank Offers,False,False
Deli Shop BY HILTON MUMBAI,Mumbai,"Hilton Mumbai, Mumbai",5.0,₹800 for two,Bakery,Flat 50% + 25% with Bank Offers,False,False
Brew Code- Holiday Inn,Mumbai,"Holiday Inn Mumbai International Airport, Mumbai",5.0,₹800 for two,"Cafe, Bakery",Flat 50% + 25% with Bank Offers,False,False
190 AMSL By Novotel,Mumbai,Novotel Mumbai International Airport,4.8,₹995 for two,"Asian, Continental",Flat 30% + 25% with Bank Offers,False,False
Foo Powai,Mumbai,"Powai, Central Mumbai",4.5,₹2000 for two,"Chinese, Sushi, Asian",Cover Charge + 25% Off,False,False
The Solitaire Restaurant,Mumbai,"Hotel Kohinoor Continental, Mumbai",4.4,₹2500 for two,Multicuisine,Flat 50% + 25% with Bank Offers,False,False
Avartana,Mumbai,"ITC Maratha, Mumbai",5.0,₹5000 for two,Indian,Flat 10% + 25% with Bank Offers,False,False
Savera Lassi Shop,Bengaluru,"Shivajinagar, Central Bengaluru",4.7,₹2000 for two,"Ice Cream, Beverages",Flat 10% + 25% with Bank Offers,False,False
My Breakfast,Bengaluru,"Shivajinagar, Central Bengaluru",4.0,₹2000 for two,Multicuisine,Flat 10% + 25% with Bank Offers,False,False
Masha Allah Hot And Cool Point,Bengaluru,"Shivajinagar, Central Bengaluru",4.0,₹2000 for two,Fast Food,Flat 10% + 25% with Bank Offers,False,False
Tipsy Cafe,Bengaluru,"Shivajinagar, Central Bengaluru",4.0,₹2000 for two,Fast Food,Flat 10% + 25% with Bank Offers,False,False
Shahi Restaurant,Bengaluru,"Shivajinagar, Central Bengaluru",3.0,₹2000 for two,Multicuisine,Flat 10% + 25% with Bank Offers,False,False
Main Lassi Shop,Bengaluru,"Shivajinagar, Central Bengaluru",1.0,₹2000 for two,Multicuisine,Flat 10% + 25% with Bank Offers,False,False
Maggi Baba,Bengaluru,"Shivajinagar, Central Bengaluru",5.0,₹2000 for two,Beverages,25% Off :Payeazy,False,False
Romeo Cafe,Bengaluru,"Shivajinagar, Central Bengaluru",4.0,₹2000 for two,Multicuisine,25% Off :Payeazy,False,False
Flo,Bengaluru,"Church Street, Central Bengaluru",3.4,₹2000 for two,"Cocktail Menu, Multicuisine",Flat 45% + 25% with Bank Offers,False,False
CBD Central Bar District,Bengaluru,"MSR Nagar, Bengaluru",4.9,₹1200 for two,Multicuisine,Flat 20% + 25% with Bank Offers,False,False
Juliana's,Bengaluru,"Infantry Road, Central Bengaluru",5.0,₹1400 for two,"Pan Asian, Continental",25% Off :Payeazy,False,False
ShakesBierre,Bengaluru,"MG Road, Central Bengaluru",4.4,₹2000 for two,"Cocktail Menu, Multicuisine",Flat 10% + 25% with Bank Offers,False,False
SMOOR,Bengaluru,"Lavelle Road, Central Bengaluru",4.5,₹2000 for two,European,Flat 10% + 25% with Bank Offers,False,False
Hard Rock Cafe,Bengaluru,"St. Marks Road, Central Bengaluru",4.5,₹2500 for two,"Multicuisine, Burgers",Flat 20% + 25% with Bank Offers,False,False
By Chance,Bengaluru,"Brigade Road, Central Bengaluru",4.5,₹1500 for two,Multicuisine,Flat 50% + 25% with Bank Offers,False,False
Tiamo,Bengaluru,Conrad Bengaluru,4.4,₹3000 for two,"Italian, Mediterranean",Flat 20% + 25% with Bank Offers,False,False
Burnout Cafe,Bengaluru,"Infantry Road, Central Bengaluru",3.9,₹2000 for two,"Continental, Chinese, Multicuisine",Flat 15% + 25% with Bank Offers,False,False
Muro India,Bengaluru,"Museum Road, Ashok Nagar, Bengaluru",4.6,₹5000 for two,"Thai, Cantonese",25% Off :Payeazy,False,False
Rolls On Wheels,Bengaluru,"Cunningham Road, Central Bengaluru",4.0,₹500 for two,"Chinese, Fast Food",Flat 15% + 25% with Bank Offers,False,False
Church Street Social,Bengaluru,"Church Street, Central Bengaluru",4.2,₹2000 for two,Multicuisine,Flat 15% + 25% with Bank Offers,False,False
Kling Brewery,Bengaluru,"Church Street, Central Bengaluru",4.5,₹2000 for two,Multicuisine,Flat 25% + 25% with Bank Offers,False,False
The Market,Bengaluru,"The Ritz-Carlton, Bengaluru",4.5,₹4000 for two,"All Day Dining, Multicuisine",Flat 25% + 25% with Bank Offers,False,False
Utse Kitchen,Bengaluru,"Shivajinagar, Central Bengaluru",5.0,₹1500 for two,Asian,25% Off :Payeazy,False,False
Café Azzure,Bengaluru,"MG Road, Central Bengaluru",4.2,₹2000 for two,European,Flat 15% + 25% with Bank Offers,False,False
Punjab Grill,Bengaluru,"Ashok Nagar, Bengaluru",4.2,₹2000 for two,North Indian,Flat 20% + 25% with Bank Offers,False,False
KA 01 - Rooftop Bar & Eats,Bengaluru,"Ibis Hotel, Richmond Road",4.4,₹2000 for two,"Indian, Cocktail Menu",Flat 10% + 25% with Bank Offers,False,False
Hatti Kaapi,Bengaluru,"Infantry Road, Central Bengaluru",5.0,₹400 for two,Multicuisine,Flat 10% + 25% with Bank Offers,False,False
Mikusu,Bengaluru,Conrad Bengaluru,4.5,₹3000 for two,"Thai, Chinese, Japanese",Flat 25% + 25% with Bank Offers,False,False
Maayaa,Bengaluru,"The Courtyard by Sublime, Bengaluru",4.4,₹2000 for two,South Indian,Flat 25% + 25% with Bank Offers,False,False
Pizza Stop,Bengaluru,"Lavelle Road, Central Bengaluru",4.0,₹700 for two,"Fast Food, Italian",Flat 25% + 25% with Bank Offers,False,False
JW Kitchen,Bengaluru,"JW Marriott, Bengaluru, Central Bengaluru",4.4,₹2500 for two,Multicuisine,Flat 25% + 25% with Bank Offers,False,False
Serious Slice,Bengaluru,"Cunningham Road, Central Bengaluru",4.0,₹5000 for two,Italian,25% Off :Payeazy,False,False
Beijing Bites,Bengaluru,"Frazer Town, Central Bengaluru",5.0,₹450 for two,Pan Asian,Flat 15% + 25% with Bank Offers,False,False
Ta'aam,Bengaluru,"Cunningham Road, Central Bengaluru",5.0,₹600 for two,"Arabian, North Indian",25% Off :Payeazy,False,False
Republic Of Noodles,Bengaluru,"Lemon Tree Premier, Ulsoor",4.6,₹1500 for two,Pan Asian,Flat 25% + 25% with Bank Offers,False,False
Hoppipola,Bengaluru,"Church Street, Central Bengaluru",3.9,₹2000 for two,Cocktail Menu,Flat 30% + 25% with Bank Offers,False,False
The Biere Club,Bengaluru,"Lavelle Road, Central Bengaluru",4.4,₹2000 for two,"Multicuisine, Cocktail Menu",Flat 10% + 25% with Bank Offers,False,False
Cafe Noir,Bengaluru,"UB City, Central Bengaluru",4.4,₹1000 for two,European,Flat 15% + 25% with Bank Offers,False,False
Monarch Cafe,Bengaluru,"Infantry Road, Central Bengaluru",4.0,₹2000 for two,Multicuisine,25% Off :Payeazy,False,False
New Kudla Family Restaurant,Bengaluru,"MG Road, Central Bengaluru",4.0,₹2000 for two,"Chinese, North Indian",Flat 50% + 25% with Bank Offers,False,False
Cafe Adams,Bengaluru,"Shivajinagar, Central Bengaluru",4.0,₹2000 for two,European,25% Off :Payeazy,False,False
Ihmiets Momos,Bengaluru,"Old Madras Road, East Bengaluru",4.0,₹2000 for two,Momos,Flat 50% + 25% with Bank Offers,False,False
Easy Tiger,Bengaluru,"Church Street, Central Bengaluru",4.2,₹2000 for two,"Cocktail Menu, American",Flat 30% + 25% with Bank Offers,False,False
Levista Gourmet Studio,Bengaluru,"Church Street, Central Bengaluru",5.0,₹2000 for two,American,Flat 25% + 25% with Bank Offers,False,False
Toca Terrace,Bengaluru,"Brigade Road, Central Bengaluru",4.2,₹2000 for two,Multicuisine,Flat 40% + 25% with Bank Offers,False,False
Mazdana,Pune,"Camp Area, Pune",4.5,₹1000 for two,Multicuisine,Flat 15% + 25% with Bank Offers,False,False
Citrus Cafe,Pune,"Lemon Tree Premier, City Center, Pune",4.6,₹1600 for two,Multicuisine,Flat 20% + 25% with Bank Offers,False,False
Feast,Pune,"Sheraton Grand Pune Bund Garden Hotel, Pune",4.6,₹3000 for two,Multicuisine,Flat 25% + 25% with Bank Offers,False,False
Kiki,Pune,"The Mills, Bund Garden Road, Pune",5.0,₹1500 for two,Multicuisine,Flat 15% + 25% with Bank Offers,False,False
Mosaic,Pune,"Crowne Plaza Pune City Centre, Pune",4.2,₹1500 for two,"Multicuisine, All Day Dining",Flat 50% + 25% with Bank Offers,False,False
Evviva,Pune,"Crowne Plaza Pune City Centre, Pune",3.9,₹2500 for two,"Finger Food, Cocktail Menu",Flat 50% + 25% with Bank Offers,False,False
Chingari,Pune,"Sheraton Grand Pune Bund Garden Hotel, Pune",4.3,₹2500 for two,North Indian,Flat 25% + 25% with Bank Offers,False,False
Acai,Pune,"Dhole Patil Road, Pune",4.3,₹1500 for two,Multicuisine,Flat 15% + 25% with Bank Offers,False,False
Epitome,Pune,"The Mills, Bund Garden Road, Pune",2.4,₹1800 for two,Multicuisine,Flat 10% + 25% with Bank Offers,False,False
Millers - The Luxury Club,Pune,"Bund Garden Road, Pune",4.8,₹1800 for two,Multicuisine,Flat 20% + 25% with Bank Offers,False,False
The Game Palacio,Pune,"Dhole Patil Road, Pune",4.9,₹1500 for two,Multicuisine,Flat 20% + 25% with Bank Offers,False,False
The lobby @Sheraton,Pune,"Sheraton Grand Pune Bund Garden Hotel, Pune",4.6,₹700 for two,Bakery,Flat 25% + 25% with Bank Offers,False,False
Slounge,Pune,Lemon Tree Premier Pune,4.0,₹1500 for two,"North Indian, Finger Food",Flat 30% + 25% with Bank Offers,False,False
Bira 91 Taproom,Pune,"Sangamvadi, Pune",4.0,₹3000 for two,Multicuisine,Flat 30% + 25% with Bank Offers,False,False
Mirage,Pune,"Sangamvadi, Pune",4.0,₹2000 for two,Pan Asian,Flat 30% + 25% with Bank Offers,False,False
Kukoo,Pune,"Sangamvadi, Pune",5.0,₹1800 for two,Multicuisine,Flat 20% + 25% with Bank Offers,False,False
Nawab Asia,Pune,"Bund Garden Road, Pune",5.0,₹1500 for two,North Indian,25% Off :Payeazy,False,False
Ba Da Bom,Pune,"Sangamvadi, Pune",4.5,₹1500 for two,Korean,Flat 10% + 25% with Bank Offers,False,False
KMCY,Pune,"Raja Bahadur Mill Road, Pune",4.0,₹2500 for two,"Sichuan, Chinese",Flat 20% + 25% with Bank Offers,False,False
Hotel Madhav Pure Veg,Pune,"Sangamvadi, Pune",5.0,₹1000 for two,"North Indian, Chinese",25% Off :Payeazy,False,False
Mahesh Lunch Home,Pune,"Camp Area, Pune",4.4,₹1400 for two,Seafood,Flat 10% + 25% with Bank Offers,False,False
Surve's Pure Non Veg (Camp),Pune,"Camp Area, Pune",4.0,₹700 for two,Multicuisine,Flat 10% + 25% with Bank Offers,False,False
Sante Spa Cuisine,Pune,"1st Lane, Koregaon Park, Pune",4.6,₹1000 for two,"Healthy Food, Vegan",25% Off :Payeazy,False,False
Kuai Kitchen,Pune,"Koregaon Park, Pune",5.0,₹1600 for two,Pan Asian,Flat 25% + 25% with Bank Offers,False,False
Grandmama's Cafe,Pune,"Koregaon Park, Pune",4.4,₹1600 for two,"Cafe, Multicuisine",Flat 10% + 25% with Bank Offers,False,False
"Hippie @ Heart, Mills",Pune,"Sangamvadi, Pune",4.0,₹1000 for two,Multicuisine,Free Dessert + 25% Off,False,False
Shahji's Paratha House,Pune,"Dhole Patil Road, Pune",4.0,₹800 for two,North Indian,25% Off :Payeazy,False,False
Maratha Samrat,Pune,"Camp Area, Pune",2.0,₹1200 for two,"Seafood, Biryani, Maharashtrian",Flat 10% + 25% with Bank Offers,False,False
Asia Kitchen By Mainland China,Pune,"Dhole Patil Road, Pune",4.6,₹1600 for two,Chinese,Flat 15% + 25% with Bank Offers,False,False
Chafa Cafe,Pune,"Koregaon Park, Pune",4.4,₹600 for two,Healthy Food,Flat 10% + 25% with Bank Offers,False,False
Ebony,Pune,"St Laurn Business Hotel, Pune",3.7,₹1400 for two,Multicuisine,Flat 25% + 25% with Bank Offers,False,False
Shisha Jazz Cafe,Pune,"Sangamvadi, Pune",4.0,₹1500 for two,Multicuisine,25% Off :Payeazy,False,False
Atmosphere 6,Pune,"Viman Nagar, Pune",4.4,₹2000 for two,Multicuisine,Flat 15% + 25% with Bank Offers,False,False
Boho Boho,Pune,"Koregaon Park, Pune",5.0,₹900 for two,Multicuisine,Flat 10% + 25% with Bank Offers,False,False
Yolo Gastro Lounge,Pune,"Spot 18 Mall, Pimple Saudagar",3.6,₹1800 for two,Multicuisine,Flat 55% + 25% with Bank Offers,False,False
Zanzibar,Pune,The Central Park Hotel,4.8,₹1100 for two,"Cocktail Menu, Multicuisine",25% Off :Payeazy,False,False
Time After Time,Pune,The Central Park Hotel,3.5,₹1400 for two,"Multicuisine, European",25% Off :Payeazy,False,False
IHOP Restaurant,Pune,"Senapati Bapat Road, Pune",4.6,₹1500 for two,American,Flat 50% + 25% with Bank Offers,False,False
Tim Luck Luck,Pune,"East Street, Pune",4.1,₹1000 for two,"Chinese, North Indian, Cocktail Menu",Flat 15% + 25% with Bank Offers,False,False
Kiosk kaffee,Pune,"SGS Mall, Camp Area",4.0,₹300 for two,Coffee,25% Off :Payeazy,False,False
The Square,Pune,Novotel Pune Nagar Road,4.2,₹2500 for two,Multicuisine,Flat 30% + 25% with Bank Offers,False,False
The Rooftop Project,Pune,"MG Road, Pune",3.9,₹1400 for two,Multicuisine,Flat 10% + 25% with Bank Offers,False,False
QORA - Cocktail Bar & Kitchen,Pune,"Koregaon Park, Pune",4.1,₹1500 for two,Asian,Flat 25% + 25% with Bank Offers,False,False
Dario's,Pune,"Koregaon Park, Pune",4.0,₹1500 for two,Italian,Flat 15% + 25% with Bank Offers,False,False
INOX,Pune,"Bund Garden Road, Pune",1.0,₹500 for two,Fast Food,25% Off :Payeazy,False,False
Doors Dubai Mall,Dubai,"Dubai Mall, Downtown Dubai",4.0,AED500 for two,Multicuisine,50% off,False,False
Asha's,Dubai,"Umm Hurair, Bur Dubai",4.7,AED370 for two,"Indian, North Indian",Flat 10% + 25% with Bank Offers,False,False
Carnival By Tresind,Dubai,"DIFC, Financial Center",4.8,AED500 for two,Modern Indian,Flat 30% + 25% with Bank Offers,False,False
Bikanervala,Dubai,"Silicon Oasis, Outer Dubai",5.0,AED65 for two,Street Food,Flat 20% + 25% with Bank Offers,False,False
Revelry,Dubai,Dubai Hills Mall,5.0,AED300 for two,Indian,Free Drinks + 25% Off,False,False
Thai Chi,Dubai,"Pyramids At Wafi, Umm Hurair",4.0,AED200 for two,Multicuisine,Flat 15% + 25% with Bank Offers,False,False
Bombay Brasserie,Dubai,Taj Dubai,4.6,AED500 for two,Indian,Flat 20% + 25% with Bank Offers,False,False
Nine Squares,Dubai,"Umm Suqeim, Jumeirah",4.0,AED250 for two,Multicuisine,Flat 25% + 25% with Bank Offers,False,False
Maharaja Bhog - Premium veg thali,Dubai,"Al Karama, Dubai",4.6,AED106 for two,Rajasthani,Flat 15% + 25% with Bank Offers,False,False
Jolly's Restaurant,Dubai,"Cluster Q, Jumeirah Lake Towers (JLT)",5.0,AED60 for two,Indian,50% off,False,False
