restaurant_name,city,area,rating,cost_for_two_in_rupees,cuisine,discount,book_table,walkin_available
Oudh 1590,Kolkata,"Sector 1, Salt Lake",4.1,1200.0,"Awadhi, Mughlai",10,False,False
Fly Kouzina,Kolkata,"Sector 1, Salt Lake",4.3,1000.0,Multicuisine,15,False,False
Anti Pasti,Kolkata,"Golden Tulip, Kolkata",4.1,1200.0,Continental,35,False,False
Sonar Tori,Kolkata,"City Centre 1, Sector 1, Salt Lake",4.5,1200.0,Bengali,10,False,False
Uddta Punjab,Kolkata,"Sector 1, Salt Lake",4.0,800.0,"Italian, Pizza, Continental",30,False,False
Burger Factory,Kolkata,"Sector 1, Salt Lake",4.0,800.0,European,30,False,False
Zaairah,Kolkata,"Sector 1, Salt Lake",2.7,1000.0,Multicuisine,15,False,False
Aura,Kolkata,"The Sonnet, Kolkata",4.2,1400.0,Multicuisine,25,False,False
Don Giovanni's,Kolkata,"Sector 1, Salt Lake",3.0,1000.0,Continental,30,False,False
Aqua Java,Kolkata,"Sector 2, Salt Lake",4.0,1000.0,"North Indian, Continental",10,False,False
"The Orient, Salt Lake",Kolkata,"Sector 1, Salt Lake",4.4,1200.0,Asian,10,False,False
Chef & Mixologist,Kolkata,"Lake Town, Kolkata",4.0,1200.0,"Cafe, European, Pan Asian",20,False,False
Kung pao,Kolkata,"Sector 1, Salt Lake",2.2,900.0,"Pizza, Continental",30,False,False
Panasa,Kolkata,"Sector 1, Salt Lake",5.0,800.0,Multicuisine,10,False,False
Noir The Sky Lounge,Kolkata,"Golden Tulip, Kolkata",4.3,800.0,Multicuisine,30,False,False
Haka,Kolkata,"City Centre 1, Sector 1, Salt Lake",4.2,800.0,Multicuisine,15,False,False
Chili's American Grill & Bar,Kolkata,"City Centre 1, Sector 1, Salt Lake",4.0,1200.0,"Mexican, Tex-Mex",25,False,False
Gujraj Veg Restaurant,Chennai,"Hotel AK International, Chennai",4.7,800.0,North Indian,30,False,False
North Indian And Bengali Pearl Restaurant,Chennai,"Periamet, Chennai",4.0,500.0,"Indian, Chinese",25,False,False
Wow! Momo,Chennai,"Ekkaduthangal, Chennai",4.0,400.0,Momos,15,False,False
Message In A Bottle,Chennai,"Fortel, Chennai",4.2,1200.0,Finger Food,25,False,False
Enoki,Chennai,"Egmore, Chennai",5.0,1000.0,Pan Asian,15,False,False
The Madras Taproom,Chennai,"Egmore, Chennai",2.7,1000.0,Multicuisine,25,False,False
Chilli Malli,Chennai,"Fortel, Chennai",4.0,1000.0,South Indian,10,False,False
Symphony,Chennai,Ramada Chennai Egmore,4.0,4000.0,Multicuisine,20,False,False
Waves Bar & Lounge,Chennai,Ramada Chennai Egmore,3.7,1950.0,"Finger Food, Cocktail Menu",10,False,False
Board Walk,Chennai,Ramada Chennai Egmore,3.9,1200.0,Multicuisine,35,False,False
You Mee,Chennai,"Express Avenue Mall, Royapettah",4.7,1500.0,Pan Asian,20,False,False
Punjab Grill,Chennai,"Express Avenue Mall, Royapettah",4.4,1800.0,North Indian,20,False,False
City Diners,Chennai,"Hotel City Tower, Chennai",4.0,500.0,Multicuisine,10,False,False
Cafe Stop,Chennai,Ramada Chennai Egmore,4.0,700.0,"Cafe, Fast Food",10,False,False
Marina Sands,Chennai,Ramada Chennai Egmore,3.5,1200.0,Multicuisine,10,False,False
Cafe Noci,Chennai,"Royapettah, Chennai",5.0,1400.0,"Multicuisine, Continental",30,False,False
Oasis,Chennai,"Radisson Blu, Egmore",4.0,2500.0,Multicuisine,30,False,False
The Great Kabab Factory,Chennai,"Radisson Blu, Egmore",4.5,3000.0,North Indian,25,False,False
Jonah's Bistro,Chennai,"Express Avenue Mall, Royapettah",4.4,1000.0,European,25,False,False
The Scallion,Chennai,Ramada Plaza Chennai,4.3,2500.0,Pan Asian,50,False,False
Sin & Tonic,Chennai,"T. Nagar, Chennai",3.9,1500.0,Finger Food,30,False,False
Noci Adante,Chennai,"Royapettah, Chennai",4.0,1500.0,Multicuisine,25,False,False
Shadows,Chennai,"Hotel Abu Palace, Chennai",4.0,1500.0,Multicuisine,30,False,False
Mirchi Express,Chennai,"Marina Inn, Chennai",4.3,800.0,Indian,25,False,False
Hard Rock Cafe,Chennai,"Nungambakkam, Chennai",4.5,1500.0,"American, Cocktail Menu, Burgers",20,False,False
The Society Restaurant,Chennai,"Ambassador Pallava, Chennai",4.0,1500.0,Multicuisine,15,False,False
SOS - Same Old Story,Chennai,"Thousand Lights, Chennai",4.2,1600.0,"Cocktail Menu, oriental",50,False,False
Brew Bites,Chennai,"Vestin Park, Chennai",4.2,550.0,Multicuisine,25,False,False
Garrison,Chennai,"The Kings Hotel, Chennai",4.6,2000.0,Finger Food,30,False,False
Bombay Brasserie,Chennai,"Nungambakkam, Chennai",4.4,1500.0,Indian,15,False,False
R&G,Chennai,"Green Park Hotel, Chennai",3.9,2000.0,Multicuisine,35,False,False
Darbar,Chennai,"Alsa Mall, Egmore",4.3,750.0,Multicuisine,10,False,False
HOB Club & Lounge,Chennai,"The Kings Park Grand, Chennai",3.0,1000.0,Finger Food,40,False,False
The Reef,Chennai,Sheraton Grand Chennai Resort & Spa,4.4,3200.0,Multicuisine,30,False,False
Café Manana,Chennai,"Anna Nagar East, Chennai",4.4,1300.0,Multicuisine,25,False,False
Canvas,Chennai,"Raja Annamalai Puram, Chennai",4.0,1600.0,Multicuisine,15,False,False
Yazhee World,Chennai,"Porur, Chennai",4.2,800.0,"Biryani, Indian",25,False,False
Goldman's Steakhouse,Chennai,"Nungambakkam, Chennai",2.9,1400.0,American,10,False,False
Tamizh Koodam Mess,Chennai,"Mylapore, Chennai",4.0,1000.0,South Indian,15,False,False
Fasta Pizza,Chennai,"Kattupakkam, Chennai",5.0,400.0,Pizza,50,False,False
Babal Da Punjabi Dhaba,Chennai,"Egmore, Chennai",5.0,1200.0,Multicuisine,15,False,False
Colony,Chennai,"The Raintree, St. Mary’s Road",4.1,2500.0,Multicuisine,25,False,False
Fuel Juice And Pasta Bar,Chennai,"Kilpauk, Chennai",4.5,400.0,"Fast Food, Beverages",20,False,False
Woodlands Drive-in,Chennai,"Arumbakkam, Chennai",4.6,1000.0,South Indian,10,False,False
Coal Barbecues,Chennai,"T. Nagar, Chennai",3.8,2000.0,"Multicuisine, Barbeque",10,False,False
The Bun-Wigi,Hyderabad,"Banjara Hills, Hyderabad",4.0,800.0,"European, Pan Asian, Continental",50,False,False
Exotica,Hyderabad,"Banjara Hills, Hyderabad",4.3,1500.0,Multicuisine,10,False,False
Fuel Cafe,Hyderabad,"Banjara Hills, Hyderabad",4.0,800.0,Cafe,15,False,False
7 Sisters,Hyderabad,"Banjara Hills, Hyderabad",4.4,700.0,North Eastern,15,False,False
Habitat Cafe,Hyderabad,"Banjara Hills, Hyderabad",4.7,1200.0,Multicuisine,30,False,False
A'La Liberty,Hyderabad,"Banjara Hills, Hyderabad",4.3,1300.0,"Indian, European",10,False,False
Hummus House,Hyderabad,"Road No. 12, Banjara Hills, Hyderabad",4.8,1100.0,Mediterranean,15,False,False
Hibacci,Hyderabad,"Banjara Hills, Hyderabad",4.4,1250.0,Multicuisine,10,False,False
Imli Sarai,Hyderabad,"Banjara Hills, Hyderabad",3.0,1800.0,European,15,False,False
Mazuri Cafe,Hyderabad,"Banjara Hills, Hyderabad",4.0,1000.0,"European, Multicuisine",50,False,False
Chill and Terrace,Hyderabad,"Radisson Blu Plaza Hotel, Hyderabad",3.9,1500.0,"Indian, European",10,False,False
Namchi - Fusion Of Taste Buds,Hyderabad,"Banjara Hills, Hyderabad",4.4,1000.0,Indian,25,False,False
Vasaara,Hyderabad,"Banjara Hills, Hyderabad",4.0,1000.0,"European, South Indian",10,False,False
Bar 41,Hyderabad,"Radisson Blu Plaza Hotel, Hyderabad",4.5,2000.0,"Finger Food, Cocktail Menu",30,False,False
The Dining Room-Buffet-Park Hyatt,Hyderabad,"Park Hyatt, Hyderabad",4.1,3500.0,"South Indian, Continental",25,False,False
Holy Basil,Hyderabad,"Radisson Blu Plaza Hotel, Hyderabad",4.5,1200.0,Pan Asian,30,False,False
Bourbon & Breeze,Hyderabad,"Banjara Hills, Hyderabad",4.1,1500.0,Multicuisine,25,False,False
Hard Rock Cafe,Hyderabad,"GVK One Mall, Banjara Hills",4.2,1800.0,Multicuisine,50,False,False
La Pino'z Pizza,Hyderabad,"Road No. 12, Banjara Hills, Hyderabad",4.6,400.0,"Italian, Pizza",50,False,False
Lemerian Workin Cafe,Hyderabad,"Road No. 12, Banjara Hills, Hyderabad",5.0,800.0,Multicuisine,10,False,False
Ohri's Eatmor,Hyderabad,"Banjara Hills, Hyderabad",3.8,1200.0,Multicuisine,10,False,False
Pakka Local,Hyderabad,"Road No. 7, Banjara Hills, Hyderabad",4.3,1200.0,Multicuisine,10,False,False
Rium Cafe,Hyderabad,"Banjara Hills, Hyderabad",3.2,1200.0,"Chinese, Continental",25,False,False
Amyra Cafe & Kitchen,Hyderabad,"Banjara Hills, Hyderabad",4.0,700.0,North Indian,50,False,False
Kasuall,Hyderabad,"Somajiguda, Hyderabad",3.5,1200.0,Multicuisine,25,False,False
Chef Inam's Steak House,Hyderabad,"Banjara Hills, Hyderabad",5.0,1800.0,"American, Barbeque",50,False,False
ZYTHUM Brewing Co.,Hyderabad,"Jubilee Hills, Hyderabad",4.5,2500.0,Multicuisine,10,False,False
The Octagon Cafe,Hyderabad,"Banjara Hills, Hyderabad",4.0,1600.0,European,50,False,False
Flurys,Hyderabad,"Road No. 7, Banjara Hills, Hyderabad",5.0,1000.0,Bakery,10,False,False
Alfi's Kitchen,Hyderabad,"Banjara Hills, Hyderabad",4.0,300.0,Bakery,10,False,False
Hydrate The Bar,Hyderabad,"Hampshire Plaza Hotel, Hyderabad",4.0,1100.0,"Finger Food, Cocktail Menu",10,False,False
Ohri's Cake Nation,Hyderabad,"Banjara Hills, Hyderabad",1.0,800.0,Bakery,20,False,False
Harry's The Pub,Hyderabad,"Aditya Park, Hyderabad",4.8,1400.0,"Finger Food, Cocktail Menu",10,False,False
Cayenne,Hyderabad,Mercure Hyderabad KCP,4.3,2000.0,Multicuisine,35,False,False
Paneer palace Fine Dine Restaurant,Hyderabad,"Banjara Hills, Hyderabad",4.0,800.0,"North Indian, Chinese",40,False,False
Kuchipudi,Hyderabad,"Katriya Hotels, Hyderabad",3.8,1000.0,South Indian,10,False,False
Blu Café Lounge,Hyderabad,"Radisson Blu Plaza Hotel, Hyderabad",4.3,900.0,"Bakery, Cafe",50,False,False
Aish,Hyderabad,"The Park, Hyderabad",4.0,2400.0,"Indian, South Indian",25,False,False
Insomnia,Hyderabad,"Road No. 36, Jubilee Hills, Hyderabad",4.0,1500.0,"Finger Food, Cocktail Menu",30,False,False
Rasa by Ashoka,Hyderabad,"Best Western Ashoka, Hyderabad",4.6,1500.0,Indian,25,False,False
The Waterfront Bar & Grill,Hyderabad,"Necklace Road, Hyderabad",3.5,1200.0,"Indian, Chinese",25,False,False
Verandah,Hyderabad,"The Park, Hyderabad",4.5,2500.0,Multicuisine,20,False,False
Zouq,Hyderabad,"Road No. 2, Banjara Hills, Hyderabad",4.0,600.0,Turkish,35,False,False
Wow! China Bistro,Hyderabad,"Banjara Hills, Hyderabad",1.0,600.0,Chinese,10,False,False
Rayalaseema Ruchulu,Hyderabad,"Ameerpet, Hyderabad",4.5,800.0,"Andhra, South Indian",25,False,False
The Chocolate Room,Ahmedabad,"Prahlad Nagar, West Ahmedabad",5.0,500.0,Bakery,35,False,False
Essence,Ahmedabad,"Crowne Plaza, Ahmedabad",4.5,2000.0,"Indian, North Indian",20,False,False
South Leaf - The Food Chain,Ahmedabad,"Prahlad Nagar, West Ahmedabad",4.5,900.0,South Indian,15,False,False
Bella Aroma,Ahmedabad,"Crowne Plaza, Ahmedabad",4.6,700.0,Cafe,30,False,False
Khichdi,Ahmedabad,"Prahlad Nagar, West Ahmedabad",1.0,700.0,Indian,25,False,False
Sundew,Ahmedabad,"Hotel Ramada, Ahmedabad",4.4,1400.0,Multicuisine,10,False,False
The Shaka Cafe,Ahmedabad,"Prahlad Nagar, West Ahmedabad",3.9,1000.0,Multicuisine,10,False,False
La Milano Pizzeria,Ahmedabad,"Prahlad Nagar, West Ahmedabad",2.5,500.0,Pizza,25,False,False
Sphere Lounge,Ahmedabad,"Hotel Ramada, Ahmedabad",4.2,900.0,"Continental, Indian",10,False,False
Amritsar Haveli,Ahmedabad,"Prahlad Nagar, West Ahmedabad",3.3,1100.0,Multicuisine,50,False,False
Barbeque Nation,Ahmedabad,"Prahlad Nagar, West Ahmedabad",4.5,2100.0,Multicuisine,25,False,False
Grill Kitchen,Ahmedabad,"Prahlad Nagar, West Ahmedabad",4.4,1000.0,Multicuisine,10,False,False
Salad Time,Ahmedabad,"Prahlad Nagar, West Ahmedabad",4.2,500.0,"Healthy Food, Salad",20,False,False
Atrangi - The Modern Indian Kitchen,Ahmedabad,"Prahlad Nagar, West Ahmedabad",5.0,1200.0,Multicuisine,10,False,False
1944 The Hocco Kitchen,Ahmedabad,"Prahlad Nagar, West Ahmedabad",5.0,1000.0,North Indian,10,False,False
Express Cafe,Ahmedabad,Holiday Inn Express Ahmedabad Prahlad Nagar,4.1,600.0,Multicuisine,25,False,False
Devi Coffee Day,Ahmedabad,"Satellite, West Ahmedabad",4.5,600.0,"Cafe, Fast Food",15,False,False
SambharSa,Ahmedabad,"Prahlad Nagar, West Ahmedabad",5.0,400.0,Multicuisine,25,False,False
Kitcha: Together We Eat,Ahmedabad,"Prahlad Nagar, West Ahmedabad",5.0,800.0,Multicuisine,15,False,False
Topspin,Ahmedabad,"Devarc Mall, Ramdev Nagar",3.8,1200.0,Multicuisine,20,False,False
Numeron,Ahmedabad,"Bodakdev, West Ahmedabad",4.4,1100.0,"North Indian, Italian, Chinese",30,False,False
No Great Shakes,Ahmedabad,"Prahlad Nagar, West Ahmedabad",1.0,600.0,Multicuisine,20,False,False
Fayrouz,Ahmedabad,"Prahlad Nagar, West Ahmedabad",4.8,800.0,Multicuisine,10,False,False
U boat Gourmet Subs,Ahmedabad,"Prahlad Nagar, West Ahmedabad",4.0,400.0,Healthy Food,10,False,False
Roastery Cultur - The Coffee Company,Ahmedabad,"Bodakdev, West Ahmedabad",4.6,700.0,"Coffee and Tea, Beverages",10,False,False
Baba Budan Cafe,Ahmedabad,"Bodakdev, West Ahmedabad",5.0,600.0,Cafe,20,False,False
Dolce Vita Ristorante,Ahmedabad,"Shilaj, Ahmedabad",5.0,1500.0,Multicuisine,25,False,False
Ishtaa - Truly South Indian,Ahmedabad,"Bodakdev, West Ahmedabad",4.7,1000.0,South Indian,20,False,False
Huber & Holly,Ahmedabad,"Bodakdev, West Ahmedabad",4.4,500.0,Ice Cream,15,False,False
The Penthouse Chapter 1- By Novel Chef,Ahmedabad,"Prahlad Nagar, West Ahmedabad",4.0,1100.0,Multicuisine,15,False,False
Starboy Pizza,Ahmedabad,"Prahlad Nagar, West Ahmedabad",4.0,300.0,"Italian, Desserts",25,False,False
The Square - Novotel,Ahmedabad,"Novotel, Ahmedabad",4.2,1500.0,Multicuisine,25,False,False
MAD By Tomato's,Ahmedabad,"Bodakdev, West Ahmedabad",5.0,1500.0,Multicuisine,10,False,False
The Latin House,Ahmedabad,"Thaltej, West Ahmedabad",5.0,1000.0,"American, Mexican",25,False,False
Cafe Treat,Ahmedabad,"The Pride Hotel, Ahmedabad",4.2,1800.0,Multicuisine,30,False,False
Three Quarter Indian,Ahmedabad,"Satellite, West Ahmedabad",4.2,1200.0,Multicuisine,20,False,False
Amala,Ahmedabad,"Bodakdev, West Ahmedabad",4.6,1100.0,Multicuisine,15,False,False
Dakshin Bhojnam,Ahmedabad,Iskcon Cross Road,4.2,600.0,South Indian,10,False,False
Tuk Tuk Thai - Pure Veg Asian Fine Dine,Ahmedabad,"Bodakdev, West Ahmedabad",4.8,1200.0,Asian,10,False,False
Sappadu,Ahmedabad,"Bodakdev, West Ahmedabad",5.0,600.0,South Indian,10,False,False
Desi Rasoi,Ahmedabad,"Satellite, West Ahmedabad",5.0,800.0,Gujarati,20,False,False
Balista Bistro,Ahmedabad,"Makarba, Ahmedabad",4.5,500.0,"Italian, American",20,False,False
Hella Good Pizzeria,Ahmedabad,"SOBO Center, Bopal",5.0,1000.0,Italian,15,False,False
Bigly,Ahmedabad,"Thaltej, West Ahmedabad",4.8,1600.0,Multicuisine,10,False,False
Zozi - Gujarat's First Diecast Cafe,Ahmedabad,"Bodakdev, West Ahmedabad",4.3,800.0,Italian,20,False,False
Ministry Of Beer,Lucknow,"Gomti Nagar, Lucknow",4.3,2000.0,Multicuisine,50,False,False
Spice Sutra,Lucknow,"Gomti Nagar, Lucknow",4.4,700.0,Multicuisine,35,False,False
Arabania Indo-Arabic Restaurant,Lucknow,"Alambagh, Lucknow",4.4,1000.0,Arabian,30,False,False
Criollo By Craft Coffee,Lucknow,"Hazratganj, Lucknow",5.0,1000.0,Coffee,25,False,False
Moti Mahal Delux,Lucknow,"Hazratganj, Lucknow",4.8,1000.0,Multicuisine,20,False,False
Hons - All Day Dining,Lucknow,"Hazratganj, Lucknow",4.3,1500.0,Multicuisine,20,False,False
Barkaas Indo Arabic Restaurant,Lucknow,"Hazratganj, Lucknow",3.9,800.0,Indonesian,15,False,False
Urban Club,Lucknow,"Hazratganj, Lucknow",4.0,800.0,"Finger Food, Cocktail Menu",25,False,False
Tanatan,Lucknow,"Hazratganj, Lucknow",4.4,2500.0,Indian,40,False,False
Wat-A-Burger!,Lucknow,"Hazratganj, Lucknow",4.0,500.0,"Fast Food, Burgers",50,False,False
Haloz Cafe,Lucknow,"Hazratganj, Lucknow",5.0,1000.0,Italian,25,False,False
Starbelly Cafe & Restaurant,Lucknow,"Hazratganj, Lucknow",4.0,700.0,"Chinese, Italian, Indian",10,False,False
Urban Smoky Cafe,Lucknow,"Hazratganj, Lucknow",3.0,800.0,Indian,20,False,False
Philtre & Co.,Lucknow,"Hazratganj, Lucknow",4.3,1200.0,Continental,20,False,False
PVR,Lucknow,"Hazratganj, Lucknow",4.0,500.0,Fast Food,25,False,False
34 Chowringhee Lane,Lucknow,"Hazratganj, Lucknow",4.0,600.0,Fast Food,25,False,False
Truccos,Lucknow,"Hazratganj, Lucknow",4.8,500.0,"Cafe, Continental",25,False,False
The Chocolate Room,Lucknow,"Hazratganj, Lucknow",4.3,450.0,"Bakery, Desserts",15,False,False
Pavilion Awadh & Beyond,Lucknow,"La Place Sarovar Portico, Lucknow",4.4,1200.0,Multicuisine,50,False,False
Fo'sho - Pan Asian & Italian Bistro,Lucknow,"Hazratganj, Lucknow",4.9,1500.0,"Pan Asian, Italian",25,False,False
Vito's Pizzeria,Lucknow,"Hazratganj, Lucknow",4.5,800.0,Italian,15,False,False
The Tangra Grill,Lucknow,"La Place Sarovar Portico, Lucknow",4.0,1200.0,Chinese,20,False,False
Kool Break,Lucknow,"Hazratganj, Lucknow",4.3,1000.0,Multicuisine,20,False,False
Nahari Junction,Lucknow,"Lalbagh, Lucknow",5.0,600.0,Mughlai,10,False,False
Wow! Momo,Lucknow,"Hazratganj, Lucknow",4.9,400.0,Momos,15,False,False
Karim's,Lucknow,"Lalbagh, Lucknow",3.3,800.0,Mughlai,15,False,False
Blue Corriander,Lucknow,"Lalbagh, Lucknow",5.0,1000.0,Multicuisine,10,False,False
Chicago Pizza,Lucknow,"Hazratganj, Lucknow",4.0,600.0,Pizza,50,False,False
L14,Lucknow,Renaissance Lucknow Hotel,3.4,1800.0,Multicuisine,25,False,False
Delisia,Lucknow,"Hotel Myriad, Lucknow",4.0,1200.0,"Indian, Chinese",1,False,False
Bar Bar,Lucknow,Regenta Central Lucknow,4.0,1500.0,"Multicuisine, Cocktail Menu",20,False,False
Pinxx,Lucknow,Regenta Central Lucknow,4.0,1000.0,Multicuisine,20,False,False
Sidewalk Bakehouse & Cafe,Lucknow,"Hazratganj, Lucknow",4.0,1300.0,"Italian, Continental",10,False,False
FashionTV Diner,Lucknow,"Hazratganj, Lucknow",3.5,1000.0,Multicuisine,10,False,False
Mantar,Lucknow,"Hazratganj, Lucknow",4.5,800.0,Multicuisine,30,False,False
Molecule Air Bar,Lucknow,"Riverside Mall, Gomti Nagar",4.0,1500.0,"Multicuisine, Cocktail Menu",20,False,False
Danbro,Lucknow,"Hazratganj, Lucknow",4.0,800.0,Bakery,50,False,False
Royal Cafe,Lucknow,"Royal Inn, Hazratganj",4.4,800.0,Multicuisine,25,False,False
Orchid,Lucknow,"Fortune Park BBD, Lucknow",4.2,1700.0,Multicuisine,20,False,False
Side Walk Cafe,Lucknow,"Gomti Nagar, Lucknow",4.1,1000.0,Multicuisine,30,False,False
Masaki Couture & Cafe,Lucknow,"Hazratganj, Lucknow",4.3,1100.0,"Asian, Continental",25,False,False
Sky Bar,Lucknow,Renaissance Lucknow Hotel,4.5,2000.0,"Cocktail Menu, Finger Food",25,False,False
Zaika By Gemini Continental,Lucknow,"Gemini Continental, Hazratganj",4.6,2000.0,Multicuisine,1,False,False
Caprice,Lucknow,Radisson Lucknow  City Centre,4.1,1200.0,Multicuisine,20,False,False
Zaffran,Lucknow,Renaissance Lucknow Hotel,4.7,2000.0,Awadhi,35,False,False
Brot Company,Jaipur,"Civil Lines, Jaipur",5.0,1600.0,"Bakery, Pan Asian, Continental",10,False,False
Dyore Experiences,Jaipur,"C Scheme, Jaipur",3.3,1800.0,Multicuisine,20,False,False
Spice Court,Jaipur,"Civil Lines, Jaipur",4.4,800.0,"Beverages, Multicuisine",10,False,False
Cafe Auberge,Jaipur,"Civil Lines, Jaipur",4.8,800.0,Multicuisine,20,False,False
Zarza Club & Terrace,Jaipur,"Bais Godam, Jaipur",4.0,1500.0,Multicuisine,55,False,False
Spice It,Jaipur,"Ibis Hotel, Jaipur",3.8,1600.0,Multicuisine,30,False,False
Brewvana Coffee House,Jaipur,"C Scheme, Jaipur",4.0,1200.0,"Coffee and Tea, Cafe",25,False,False
Baari- The House of Fusion,Jaipur,"Gopalbari, Jaipur",4.0,800.0,Multicuisine,30,False,False
Nibs Cafe & Chocolataria,Jaipur,"Gopalbari, Jaipur",4.4,600.0,Cafe,20,False,False
Thirsty Camel,Jaipur,"Hathroi, Jaipur",5.0,1600.0,Multicuisine,40,False,False
Veda by Jaipur Coffee Co.,Jaipur,"Hathroi, Jaipur",4.0,1400.0,Multicuisine,50,False,False
Peshawri,Jaipur,"ITC Rajputana Hotel, Jaipur",4.5,4500.0,North West Frontier,10,False,False
Little French Home,Jaipur,"Gopalbari, Jaipur",5.0,1200.0,Continental,25,False,False
Waraahi,Jaipur,"C Scheme, Jaipur",3.7,1000.0,Multicuisine,15,False,False
Le Farsan - Rooftop & Cafe,Jaipur,"C Scheme, Jaipur",4.7,1300.0,Indian,25,False,False
Strings-Cocktail Lounge,Jaipur,"C Scheme, Jaipur",4.0,1600.0,"Cocktail Menu, Multicuisine",20,False,False
Blackout,Jaipur,"Hotel Golden Oak, Jaipur",3.6,1800.0,Multicuisine,50,False,False
Peepal Restaurant,Jaipur,"Rambagh, Jaipur, Jaipur",5.0,1500.0,Multicuisine,10,False,False
Daniel's Oriental Kitchen,Jaipur,"Gopalbari, Jaipur",5.0,800.0,oriental,15,False,False
Skyza,Jaipur,"C Scheme, Jaipur",4.3,1200.0,"Cocktail Menu, Multicuisine",20,False,False
The Colonnade,Jaipur,"Rajmahal Palace, Jaipur",4.7,6000.0,Multicuisine,25,False,False
TGIH - Thank God It's Healthy,Jaipur,"Gopalbari, Jaipur",4.0,900.0,Healthy Food,25,False,False
Beans & Buns By Hotel Anuraag Villa,Jaipur,"Bani Park, Jaipur",4.0,1000.0,Multicuisine,20,False,False
PURGATORY 777,Jaipur,"Ashok Nagar, Jaipur",3.4,2000.0,"Casual Eclectic, Multicuisine",50,False,False
The Dome,Jaipur,"MI Road, Jaipur",4.3,1500.0,Multicuisine,20,False,False
Meraaki Kitchen,Jaipur,"Civil Lines, Jaipur",4.3,1000.0,"North Indian, Chinese, Italian",25,False,False
Kalyan Rooftop And Indoor Restaurant,Jaipur,"Gopalbari, Jaipur",4.2,600.0,Multicuisine,10,False,False
Chaat Bistro,Jaipur,"Civil Lines, Jaipur",4.0,800.0,Chaat,15,False,False
Sura - Cocktails & Cuisine,Jaipur,"Gopalbari, Jaipur",5.0,2000.0,Multicuisine,10,False,False
Arth Spaces,Jaipur,"C Scheme, Jaipur",4.0,900.0,Cafe,10,False,False
Carbon,Jaipur,"Ashok Nagar, Jaipur",4.4,900.0,Coffee,15,False,False
Jaipur Pavilion,Jaipur,"ITC Rajputana Hotel, Jaipur",5.0,1800.0,Multicuisine,10,False,False
Peacock Roof Top Restaurant,Jaipur,"Hotel Pearl Palace, Jaipur",4.6,800.0,Pan Asian,25,False,False
Le Farsan - Thali Restaurant,Jaipur,"C Scheme, Jaipur",2.3,1000.0,Indian,10,False,False
Café White Sage,Jaipur,"Civil Lines, Jaipur",4.8,1900.0,Multicuisine,25,False,False
Brewlicious Rooftop Bar,Jaipur,"C Scheme, Jaipur",4.5,2000.0,"Cocktail Menu, Multicuisine",30,False,False
Native Cocktail Room,Jaipur,"Hotel Pearl Palace, Jaipur",5.0,2000.0,Multicuisine,25,False,False
Kohhee by The Night Jar,Jaipur,"C Scheme, Jaipur",5.0,700.0,Multicuisine,20,False,False
OTH - On The House,Jaipur,"C Scheme, Jaipur",4.5,1100.0,Multicuisine,20,False,False
Farmacy - A Healthy Restaurant By Doctors,Jaipur,"C Scheme, Jaipur",5.0,800.0,Multicuisine,15,False,False
Sirka,Jaipur,"C Scheme, Jaipur",4.4,1300.0,Indian,35,False,False
Sipsss,Jaipur,"Gopalbari, Jaipur",4.5,1000.0,Multicuisine,15,False,False
Monarch - World Dining,Jaipur,"Holiday Inn Jaipur City Centre, Jaipur",4.3,2300.0,Multicuisine,30,False,False
Palila Cafe & Kitchen,Jaipur,"Gopalbari, Jaipur",4.0,900.0,Italian,15,False,False
Jal Mahal,Jaipur,"ITC Rajputana Hotel, Jaipur",5.0,3300.0,Multicuisine,10,False,False
Biryani By Kilo,Chandigarh-Tricity,"Sector 30, Chandigarh",4.4,700.0,Biryani,50,False,False
Downtown Cafe and Kitchen 21,Chandigarh-Tricity,"Sector 21, Chandigarh",4.0,850.0,Multicuisine,20,False,False
Prankster,Chandigarh-Tricity,"Sector 26, Chandigarh",4.5,1500.0,"Modern Indian, Cocktail Menu",40,False,False
Tiger Five,Chandigarh-Tricity,"Sector 26, Chandigarh",4.4,1400.0,Multicuisine,50,False,False
Sir Dough,Chandigarh-Tricity,"Sector 7, Chandigarh",4.0,1200.0,"Italian, Continental",1,False,False
Punjab Grill,Chandigarh-Tricity,"Elante Mall, Chandigarh Industrial Area",4.4,1400.0,North Indian,50,False,False
Urban Cafe,Chandigarh-Tricity,"Hyatt Regency, Chandigarh",4.4,4000.0,Multicuisine,25,False,False
Eddies,Chandigarh-Tricity,"Sector 26, Chandigarh",4.6,1600.0,"Italian, Continental, American",25,False,False
Anardana Modern Kitchen & Bar,Chandigarh-Tricity,"City Emporium Mall, Chandigarh",4.5,1800.0,"Multicuisine, Cocktail Menu",1,False,False
Ministry of Bar Exchange,Chandigarh-Tricity,"Sector 26, Chandigarh",4.5,2000.0,Multicuisine,50,False,False
Dhaba 7,Chandigarh-Tricity,"Sector 7, Chandigarh",4.4,1200.0,North Indian,50,False,False
O Chicken,Chandigarh-Tricity,"Sector 8, Chandigarh",4.0,400.0,Fast Food,45,False,False
Sante Brewery & Kitchen,Chandigarh-Tricity,"Sector 26, Chandigarh",4.0,1500.0,Multicuisine,30,False,False
Asia Kitchen By Mainland China,Chandigarh-Tricity,"Elante Mall, Chandigarh Industrial Area",5.0,1000.0,Chinese,40,False,False
